;Compound;UniProt_name;rel_score;platform
3738;Longicaudatin;ESR1_HUMAN;0.8593333333333334;in-house models
3739;Longicaudatin;GCR_HUMAN;0.1408947783;in-house models
3740;Longicaudatin;LOX5_HUMAN;0.2868901333333333;in-house models
3741;Longicaudatin;MCR_HUMAN;0.42948025;in-house models
3742;Longicaudatin;MK14_HUMAN;0.35775834;in-house models
3743;Longicaudatin;NR1H2_HUMAN;0.344937;in-house models
3744;Longicaudatin;NR1H4_HUMAN;0.24529289508000002;in-house models
3745;Longicaudatin;PGH1_HUMAN;0.923707;in-house models
3746;Longicaudatin;PPARA_HUMAN;0.285051;in-house models
3747;Longicaudatin;PPARD_HUMAN;0.587793;in-house models
3748;Longicaudatin;PPARG_HUMAN;0.24480796666666663;in-house models
3749;Loureirin A;3BHS1_HUMAN;0.310258;in-house models
3750;Loureirin A;ACES_HUMAN;0.055192099999999994;in-house models
3751;Loureirin A;AK1C3_HUMAN;0.458146;in-house models
3752;Loureirin A;C11B1_HUMAN;0.584375;in-house models
3753;Loureirin A;CP19A_HUMAN;0.5999140000000001;in-house models
3754;Loureirin A;CP2D6_HUMAN;0.6838985000000001;in-house models
3755;Loureirin A;DHB2_HUMAN;0.9721666666666667;in-house models
3756;Loureirin A;DHB3_HUMAN;0.921125;in-house models
3757;Loureirin A;ESR1_HUMAN;0.9593888888888888;in-house models
3758;Loureirin A;GCR_HUMAN;0.11828606775000002;in-house models
3759;Loureirin A;LOX5_HUMAN;0.5093515;in-house models
3760;Loureirin A;MCR_HUMAN;0.11060913624999999;in-house models
3761;Loureirin A;MK14_HUMAN;0.0248407;in-house models
3762;Loureirin A;NR1H2_HUMAN;0.403747;in-house models
3763;Loureirin A;NR1H4_HUMAN;0.376154;in-house models
3764;Loureirin A;PGH1_HUMAN;0.8372870000000001;in-house models
3765;Loureirin A;PPARG_HUMAN;0.3087874333333333;in-house models
3766;Loureirin B;AK1C3_HUMAN;0.133128;in-house models
3767;Loureirin B;CP19A_HUMAN;0.566917;in-house models
3768;Loureirin B;CP2D6_HUMAN;0.735824;in-house models
3769;Loureirin B;DHI1_HUMAN;0.130972;in-house models
3770;Loureirin B;DHI2_HUMAN;0.90025;in-house models
3771;Loureirin B;ESR1_HUMAN;0.9643333333333334;in-house models
3772;Loureirin B;GCR_HUMAN;0.12389608333333334;in-house models
3773;Loureirin B;LOX5_HUMAN;0.39898355;in-house models
3774;Loureirin B;MCR_HUMAN;0.25785077999999995;in-house models
3775;Loureirin B;MK14_HUMAN;0.060333;in-house models
3776;Loureirin B;NR1H2_HUMAN;0.302116125;in-house models
3777;Loureirin B;NR1H4_HUMAN;0.358698175;in-house models
3778;Loureirin B;PGH1_HUMAN;0.778081;in-house models
3779;Loureirin B;PPARG_HUMAN;0.06955749800000001;in-house models
3780;Loureirin C;3BHS1_HUMAN;0.9416;in-house models
3781;Loureirin C;ACES_HUMAN;8.838889999999999e-06;in-house models
3782;Loureirin C;AK1C3_HUMAN;0.602919;in-house models
3783;Loureirin C;C11B1_HUMAN;0.584375;in-house models
3784;Loureirin C;CP19A_HUMAN;0.545179;in-house models
3785;Loureirin C;CP2D6_HUMAN;0.6724005;in-house models
3786;Loureirin C;DHB2_HUMAN;0.9232222222222223;in-house models
3787;Loureirin C;DHB3_HUMAN;0.9217500000000001;in-house models
3788;Loureirin C;DHB4_HUMAN;0.6875804999999999;in-house models
3789;Loureirin C;DHI2_HUMAN;0.9147500000000001;in-house models
3790;Loureirin C;ESR1_HUMAN;0.9640555555555556;in-house models
3791;Loureirin C;LOX5_HUMAN;0.8542629999999999;in-house models
3792;Loureirin C;MCR_HUMAN;0.420501;in-house models
3793;Loureirin C;MK14_HUMAN;0.198542;in-house models
3794;Loureirin C;NR1H2_HUMAN;0.4381;in-house models
3795;Loureirin C;NR1H4_HUMAN;0.0159931;in-house models
3796;Loureirin C;PGH1_HUMAN;0.141455;in-house models
3797;Loureirin D;ACES_HUMAN;0.616749;in-house models
3798;Loureirin D;CP19A_HUMAN;0.722603;in-house models
3799;Loureirin D;CP2D6_HUMAN;0.47809700000000005;in-house models
3800;Loureirin D;DHB4_HUMAN;0.272636154085;in-house models
3801;Loureirin D;DHI2_HUMAN;0.90025;in-house models
3802;Loureirin D;ESR1_HUMAN;0.9608761904761904;in-house models
3803;Loureirin D;GCR_HUMAN;6.82252e-16;in-house models
3804;Loureirin D;HYES_HUMAN;0.9097500000000001;in-house models
3805;Loureirin D;LOX5_HUMAN;0.52804;in-house models
3806;Loureirin D;MCR_HUMAN;0.3492165;in-house models
3807;Loureirin D;NR1H2_HUMAN;0.394673;in-house models
3808;Loureirin D;PGH1_HUMAN;0.203734;in-house models
3809;Lusianin;3BHS1_HUMAN;0.9312;in-house models
3810;Lusianin;ACES_HUMAN;0.38464699999999996;in-house models
3811;Lusianin;AK1C3_HUMAN;0.2966;in-house models
3812;Lusianin;CP19A_HUMAN;0.702919;in-house models
3813;Lusianin;CP2D6_HUMAN;0.625001;in-house models
3814;Lusianin;DHB2_HUMAN;0.9686666666666666;in-house models
3815;Lusianin;DHB3_HUMAN;0.9063749999999999;in-house models
3816;Lusianin;DHB7_HUMAN;0.9155;in-house models
3817;Lusianin;DHI2_HUMAN;0.916;in-house models
3818;Lusianin;ESR1_HUMAN;0.9608111111111111;in-house models
3819;Lusianin;GCR_HUMAN;0.1657700675;in-house models
3820;Lusianin;LOX5_HUMAN;0.8258120000000001;in-house models
3821;Lusianin;MCR_HUMAN;0.16633767499999996;in-house models
3822;Lusianin;MK14_HUMAN;0.0240953;in-house models
3823;Lusianin;NFKB1_HUMAN;0.883574;in-house models
3824;Lusianin;NR1H2_HUMAN;0.059239824999999996;in-house models
3825;Lusianin;NR1H4_HUMAN;0.38161124999999996;in-house models
3826;Lusianin;PGH1_HUMAN;0.5292319999999999;in-house models
3827;Lusianin;PPARG_HUMAN;9.502519999999999e-06;in-house models
3828;Lusianin;PTGES_HUMAN;0.14945999999999998;in-house models
3829;Macatrichocarpin C;ACES_HUMAN;0.5211100000000001;in-house models
3830;Macatrichocarpin C;CP19A_HUMAN;0.787395;in-house models
3831;Macatrichocarpin C;CP2D6_HUMAN;0.4402145;in-house models
3832;Macatrichocarpin C;DHB3_HUMAN;0.9257083333333334;in-house models
3833;Macatrichocarpin C;DHI2_HUMAN;0.8436250000000001;in-house models
3834;Macatrichocarpin C;ESR1_HUMAN;0.8643333333333333;in-house models
3835;Macatrichocarpin C;GCR_HUMAN;7.132360000000001e-06;in-house models
3836;Macatrichocarpin C;LOX5_HUMAN;0.49906449999999997;in-house models
3837;Macatrichocarpin C;NFKB1_HUMAN;0.8633350000000001;in-house models
3838;Macatrichocarpin C;PGH1_HUMAN;0.713618;in-house models
3839;Macatrichocarpin C;PPARG_HUMAN;0.007633476146666666;in-house models
3840;Macatrichocarpin D;ACES_HUMAN;0.20523000000000002;in-house models
3841;Macatrichocarpin D;CP19A_HUMAN;0.723015;in-house models
3842;Macatrichocarpin D;CP2D6_HUMAN;0.4756409999999999;in-house models
3843;Macatrichocarpin D;DHB3_HUMAN;0.9309999999999999;in-house models
3844;Macatrichocarpin D;DHI2_HUMAN;0.8436250000000001;in-house models
3845;Macatrichocarpin D;ESR1_HUMAN;0.8643333333333333;in-house models
3846;Macatrichocarpin D;LOX5_HUMAN;0.59104375;in-house models
3847;Macatrichocarpin D;MK14_HUMAN;4.784380000000001e-06;in-house models
3848;Macatrichocarpin D;NFKB1_HUMAN;0.344231;in-house models
3849;Macatrichocarpin D;NR1H2_HUMAN;0.221273;in-house models
3850;Macatrichocarpin D;NR1H4_HUMAN;0.42289099999999996;in-house models
3851;Macatrichocarpin D;PGH1_HUMAN;0.7251479999999999;in-house models
3852;Macatrichocarpin D;PTGES_HUMAN;0.623927;in-house models
3853;Macatrichocarpin D;Q6INT1_XENLA;0.0968127;in-house models
3854;Molecule;CP19A_HUMAN;0.407636;in-house models
3855;Molecule;CP2D6_HUMAN;0.4924647;in-house models
3856;Molecule;GCR_HUMAN;0.19410984866666667;in-house models
3857;Molecule;LOX5_HUMAN;0.00883245;in-house models
3858;Molecule;MCR_HUMAN;0.290826406;in-house models
3859;Molecule;NR1H2_HUMAN;0.36705;in-house models
3860;Molecule;NR1H4_HUMAN;0.16285740999999998;in-house models
3861;Molecule;PGH1_HUMAN;0.799722;in-house models
3862;Myrigalone B;CP19A_HUMAN;0.411858;in-house models
3863;Myrigalone B;CP2D6_HUMAN;0.759313;in-house models
3864;Myrigalone B;DHB3_HUMAN;0.9505000000000001;in-house models
3865;Myrigalone B;DHI2_HUMAN;0.7422;in-house models
3866;Myrigalone B;GCR_HUMAN;0.039907099999999994;in-house models
3867;Myrigalone B;MCR_HUMAN;0.039907099999999994;in-house models
3868;Myrigalone B;NR1H2_HUMAN;0.11809780499999999;in-house models
3869;Myrigalone B;PGH1_HUMAN;0.9499479999999999;in-house models
3870;Myrigalone D;CP19A_HUMAN;0.346287;in-house models
3871;Myrigalone D;CP2D6_HUMAN;0.47749949999999997;in-house models
3872;Myrigalone D;DHB3_HUMAN;0.9505000000000001;in-house models
3873;Myrigalone D;DHI2_HUMAN;0.7487999999999999;in-house models
3874;Myrigalone D;NR1H2_HUMAN;0.0636765;in-house models
3875;Myrigalone D;NR1H4_HUMAN;0.028510700000000003;in-house models
3876;Myrigalone D;PGH1_HUMAN;0.590734;in-house models
3877;Myrigalone D;PPARG_HUMAN;0.16259500000000002;in-house models
3878;Myrigalone E;ACES_HUMAN;0.43621899999999997;in-house models
3879;Myrigalone E;AK1C3_HUMAN;0.38971300000000003;in-house models
3880;Myrigalone E;CP19A_HUMAN;0.447694;in-house models
3881;Myrigalone E;CP2D6_HUMAN;0.5726485;in-house models
3882;Myrigalone E;DHB3_HUMAN;0.96425;in-house models
3883;Myrigalone E;DHI2_HUMAN;0.7437999999999999;in-house models
3884;Myrigalone E;GCR_HUMAN;0.00194791;in-house models
3885;Myrigalone E;MCR_HUMAN;0.00194791;in-house models
3886;Myrigalone E;NR1H2_HUMAN;0.129554604;in-house models
3887;Myrigalone E;NR1H4_HUMAN;0.00554178;in-house models
3888;Myrigalone E;PGH1_HUMAN;0.9497899999999999;in-house models
3889;Myrigalone G;ACES_HUMAN;0.8153239999999999;in-house models
3890;Myrigalone G;CP19A_HUMAN;0.360298;in-house models
3891;Myrigalone G;CP2D6_HUMAN;0.463702;in-house models
3892;Myrigalone G;NR1H2_HUMAN;0.254797;in-house models
3893;Myrigalone G;PGH1_HUMAN;0.949457;in-house models
3894;Myrigalone H;CP19A_HUMAN;0.42296000000000006;in-house models
3895;Myrigalone H;CP2D6_HUMAN;0.5461415000000001;in-house models
3896;Myrigalone H;DHB3_HUMAN;0.96425;in-house models
3897;Myrigalone H;DHI2_HUMAN;0.7492;in-house models
3898;Myrigalone H;LOX5_HUMAN;0.9413333333333334;in-house models
3899;Myrigalone H;MK14_HUMAN;0.016412299999999998;in-house models
3900;Myrigalone H;PGH1_HUMAN;0.16153199999999998;in-house models
3901;Myrigalone H;PPARG_HUMAN;0.350481;in-house models
3902;Neoeriocitrin dihydrochalcone;CP19A_HUMAN;0.6575095;in-house models
3903;Neoeriocitrin dihydrochalcone;CP2D6_HUMAN;0.520364;in-house models
3904;Neoeriocitrin dihydrochalcone;DHB4_HUMAN;0.06399961333333333;in-house models
3905;Neoeriocitrin dihydrochalcone;DHI2_HUMAN;0.8095175;in-house models
3906;Neoeriocitrin dihydrochalcone;ESR1_HUMAN;0.9336777777777777;in-house models
3907;Neoeriocitrin dihydrochalcone;HYES_HUMAN;0.9309999999999999;in-house models
3908;Neoeriocitrin dihydrochalcone;MCR_HUMAN;0.07389076333333333;in-house models
3909;Neoeriocitrin dihydrochalcone;PGH1_HUMAN;0.0757669;in-house models
3910;Neoeriocitrin dihydrochalcone;Q6INT1_XENLA;0.5976020000000001;in-house models
3911;Neohesperidin dihydrochalcone;CP19A_HUMAN;0.6562855;in-house models
3912;Neohesperidin dihydrochalcone;CP2D6_HUMAN;0.4650155;in-house models
3913;Neohesperidin dihydrochalcone;DHB3_HUMAN;0.9192500000000001;in-house models
3914;Neohesperidin dihydrochalcone;DHB4_HUMAN;0.07897328971283334;in-house models
3915;Neohesperidin dihydrochalcone;DHI2_HUMAN;0.777272;in-house models
3916;Neohesperidin dihydrochalcone;ESR1_HUMAN;0.9641666666666666;in-house models
3917;Neohesperidin dihydrochalcone;HYES_HUMAN;0.9420000000000001;in-house models
3918;Neohesperidin dihydrochalcone;MCR_HUMAN;0.3693069566666667;in-house models
3919;Neohesperidin dihydrochalcone;MK14_HUMAN;0.154858;in-house models
3920;Neohesperidin dihydrochalcone;PGH1_HUMAN;0.321851;in-house models
3921;Neohesperidin dihydrochalcone;PPARA_HUMAN;0.0874465;in-house models
3922;Neohesperidin dihydrochalcone;PTGES_HUMAN;0.49216899999999997;in-house models
3923;Neohesperidin dihydrochalcone;PTN1_HUMAN;0.9279999999999999;in-house models
3924;Neohesperidin dihydrochalcone;Q6INT1_XENLA;0.74166;in-house models
3925;Nothofagin;CP19A_HUMAN;0.5374083333333334;in-house models
3926;Nothofagin;DHB4_HUMAN;0.039090877;in-house models
3927;Nothofagin;DHI2_HUMAN;0.8995;in-house models
3928;Nothofagin;ESR1_HUMAN;0.9639202380952381;in-house models
3929;Nothofagin;LOX5_HUMAN;0.9465000000000001;in-house models
3930;Nothofagin;Q6INT1_XENLA;0.42536499999999994;in-house models
3931;Ovalitenin B;AK1C3_HUMAN;0.355045;in-house models
3932;Ovalitenin B;CP19A_HUMAN;0.529519;in-house models
3933;Ovalitenin B;CP2D6_HUMAN;0.854733;in-house models
3934;Ovalitenin B;DHB3_HUMAN;0.9285;in-house models
3935;Ovalitenin B;DHI1_HUMAN;0.095958;in-house models
3936;Ovalitenin B;DHI2_HUMAN;0.7326;in-house models
3937;Ovalitenin B;MK14_HUMAN;0.0485229;in-house models
3938;Ovalitenin B;PGH1_HUMAN;0.728838;in-house models
3939;Ovalitenin B;PPARG_HUMAN;0.0664325;in-house models
3940;Oxymacatrichocarpin C;ACES_HUMAN;0.256182;in-house models
3941;Oxymacatrichocarpin C;CP19A_HUMAN;0.46034233333333335;in-house models
3942;Oxymacatrichocarpin C;CP2D6_HUMAN;0.520736;in-house models
3943;Oxymacatrichocarpin C;DHB3_HUMAN;0.9141250000000001;in-house models
3944;Oxymacatrichocarpin C;DHB4_HUMAN;0.1049565383911;in-house models
3945;Oxymacatrichocarpin C;DHI2_HUMAN;0.83035;in-house models
3946;Oxymacatrichocarpin C;ESR1_HUMAN;0.9571111111111111;in-house models
3947;Oxymacatrichocarpin C;GCR_HUMAN;0.07423610000000001;in-house models
3948;Oxymacatrichocarpin C;HYES_HUMAN;0.9400000000000001;in-house models
3949;Oxymacatrichocarpin C;LOX5_HUMAN;0.39067381;in-house models
3950;Oxymacatrichocarpin C;MK14_HUMAN;0.43877200000000005;in-house models
3951;Oxymacatrichocarpin C;NFKB1_HUMAN;0.5003569999999999;in-house models
3952;Oxymacatrichocarpin C;NR1H4_HUMAN;0.00139255;in-house models
3953;Oxymacatrichocarpin C;PGH1_HUMAN;0.745735;in-house models
3954;Oxymacatrichocarpin C;PPARG_HUMAN;0.24995799999999999;in-house models
3955;Oxymacatrichocarpin C;PTN1_HUMAN;0.9440000000000001;in-house models
3956;Oxymacatrichocarpin C;Q6INT1_XENLA;0.217944;in-house models
3957;Phloretin;CP19A_HUMAN;0.489961;in-house models
3958;Phloretin;DHB4_HUMAN;0.4743854733333333;in-house models
3959;Phloretin;DHI2_HUMAN;0.8967499999999999;in-house models
3960;Phloretin;ESR1_HUMAN;0.953075;in-house models
3961;Phloretin;HYES_HUMAN;0.9199999999999999;in-house models
3962;Phloretin 3',5'-di-C-glucoside;CP19A_HUMAN;0.656164;in-house models
3963;Phloretin 3',5'-di-C-glucoside;DHB4_HUMAN;0.005364303;in-house models
3964;Phloretin 3',5'-di-C-glucoside;DHI2_HUMAN;0.9425000000000001;in-house models
3965;Phloretin 3',5'-di-C-glucoside;ESR1_HUMAN;0.9741666666666667;in-house models
3966;Phloretin 3',5'-di-C-glucoside;Q6INT1_XENLA;0.361765;in-house models
3967;Phloretin tetraacetate;CP19A_HUMAN;0.5729035;in-house models
3968;Phloretin tetraacetate;DHI2_HUMAN;0.95175;in-house models
3969;Phloretin tetraacetate;ESR1_HUMAN;0.9503333333333333;in-house models
3970;Phloretin tetraacetate;LOX5_HUMAN;0.5425800000000001;in-house models
3971;Phloretin tetraacetate;MCR_HUMAN;0.006723825;in-house models
3972;Phloretin xyloglucoside;CP19A_HUMAN;0.6692125;in-house models
3973;Phloretin xyloglucoside;DHB4_HUMAN;0.15382004333333332;in-house models
3974;Phloretin xyloglucoside;DHI2_HUMAN;0.8967499999999999;in-house models
3975;Phloretin xyloglucoside;ESR1_HUMAN;0.9528833333333333;in-house models
3976;Phloretin xyloglucoside;Q6INT1_XENLA;0.340276;in-house models
3977;Phloridzin;CP19A_HUMAN;0.5614963333333333;in-house models
3978;Phloridzin;DHB4_HUMAN;0.1389085733333333;in-house models
3979;Phloridzin;DHI2_HUMAN;0.8955;in-house models
3980;Phloridzin;ESR1_HUMAN;0.9506380952380953;in-house models
3981;Phloridzin;LOX5_HUMAN;0.9145;in-house models
3982;Phloridzin;Q6INT1_XENLA;0.27221300000000004;in-house models
3983;Pierotin A;CP19A_HUMAN;0.759145;in-house models
3984;Pierotin A;CP2D6_HUMAN;0.728245;in-house models
3985;Pierotin A;DHB3_HUMAN;0.5162865;in-house models
3986;Pierotin A;DHB4_HUMAN;0.172269;in-house models
3987;Pierotin A;DHI1_HUMAN;0.3320319;in-house models
3988;Pierotin A;DHI2_HUMAN;0.799294;in-house models
3989;Pierotin A;ESR1_HUMAN;0.9594666666666667;in-house models
3990;Pierotin A;GCR_HUMAN;0.2870015;in-house models
3991;Pierotin A;HYES_HUMAN;0.9259999999999999;in-house models
3992;Pierotin A;LOX5_HUMAN;0.27952133333333334;in-house models
3993;Pierotin A;MCR_HUMAN;0.33272300000000005;in-house models
3994;Pierotin A;MK14_HUMAN;0.11134251700000002;in-house models
3995;Pierotin A;NR1H2_HUMAN;2.4140799999999997e-08;in-house models
3996;Pierotin A;NR1H4_HUMAN;0.34046118389499996;in-house models
3997;Pierotin A;PGH1_HUMAN;0.70927;in-house models
3998;Pierotin A;PPARD_HUMAN;0.00042623300000000004;in-house models
3999;Pierotin A;PPARG_HUMAN;0.00232717;in-house models
4000;Pierotin A;PTGES_HUMAN;0.681416;in-house models
4001;Pierotin A;Q6INT1_XENLA;0.260547;in-house models
4002;Pierotin B;3BHS1_HUMAN;0.9086666666666667;in-house models
4003;Pierotin B;ACES_HUMAN;0.4059562325;in-house models
4004;Pierotin B;AK1C3_HUMAN;0.309555;in-house models
4005;Pierotin B;CP19A_HUMAN;0.49937266666666674;in-house models
4006;Pierotin B;CP2D6_HUMAN;0.7758525000000001;in-house models
4007;Pierotin B;DHB4_HUMAN;0.4101414698333334;in-house models
4008;Pierotin B;DHI1_HUMAN;0.36648600000000003;in-house models
4009;Pierotin B;DHI2_HUMAN;0.9099999999999999;in-house models
4010;Pierotin B;ESR1_HUMAN;0.9283333333333333;in-house models
4011;Pierotin B;LOX5_HUMAN;0.616851;in-house models
4012;Pierotin B;MCR_HUMAN;0.0242871;in-house models
4013;Pierotin B;MK14_HUMAN;0.2689265;in-house models
4014;Pierotin B;PGH1_HUMAN;0.834515;in-house models
4015;Pierotin B;Q6INT1_XENLA;0.0688935;in-house models
4016;Piperaduncin A;AK1C3_HUMAN;0.0108829;in-house models
4017;Piperaduncin A;C11B1_HUMAN;0.5816250000000001;in-house models
4018;Piperaduncin A;CP19A_HUMAN;0.6395845;in-house models
4019;Piperaduncin A;CP2D6_HUMAN;0.5650015;in-house models
4020;Piperaduncin A;DHB3_HUMAN;0.6778474444444443;in-house models
4021;Piperaduncin A;DHI1_HUMAN;0.23175714999999997;in-house models
4022;Piperaduncin A;DHI2_HUMAN;0.5344525;in-house models
4023;Piperaduncin A;GCR_HUMAN;0.10327043250000001;in-house models
4024;Piperaduncin A;LOX5_HUMAN;0.2792055;in-house models
4025;Piperaduncin A;MCR_HUMAN;0.296752;in-house models
4026;Piperaduncin A;MK14_HUMAN;0.23765015;in-house models
4027;Piperaduncin A;NR1H2_HUMAN;0.15624575;in-house models
4028;Piperaduncin A;NR1H4_HUMAN;0.2049772;in-house models
4029;Piperaduncin A;PGH1_HUMAN;0.662909;in-house models
4030;Piperaduncin A;PPARG_HUMAN;0.029511260011348316;in-house models
4031;Piperaduncin A;PTGES_HUMAN;0.318062;in-house models
4032;Piperaduncin B;CP19A_HUMAN;0.682516;in-house models
4033;Piperaduncin B;CP2D6_HUMAN;0.5925415;in-house models
4034;Piperaduncin B;DHB3_HUMAN;0.543834;in-house models
4035;Piperaduncin B;DHI2_HUMAN;0.4948845;in-house models
4036;Piperaduncin B;GCR_HUMAN;0.0007779960000000001;in-house models
4037;Piperaduncin B;LOX5_HUMAN;0.21064899999999998;in-house models
4038;Piperaduncin B;MCR_HUMAN;0.3249271;in-house models
4039;Piperaduncin B;MK14_HUMAN;0.00015859200000000002;in-house models
4040;Piperaduncin B;NR1H2_HUMAN;0.00157538;in-house models
4041;Piperaduncin B;NR1H4_HUMAN;0.5264989999999999;in-house models
4042;Piperaduncin B;PGH1_HUMAN;0.572762;in-house models
4043;Piperaduncin B;PTGES_HUMAN;0.17670999999999998;in-house models
4044;Piperaduncin C;AK1C3_HUMAN;0.0120555;in-house models
4045;Piperaduncin C;CP19A_HUMAN;0.7224929999999999;in-house models
4046;Piperaduncin C;CP2D6_HUMAN;0.680966;in-house models
4047;Piperaduncin C;DHB3_HUMAN;0.0899128;in-house models
4048;Piperaduncin C;DHI2_HUMAN;0.64313;in-house models
4049;Piperaduncin C;GCR_HUMAN;0.06998697556666666;in-house models
4050;Piperaduncin C;HYES_HUMAN;0.9316;in-house models
4051;Piperaduncin C;LOX5_HUMAN;0.28734699999999996;in-house models
4052;Piperaduncin C;MCR_HUMAN;0.24289191538;in-house models
4053;Piperaduncin C;MK14_HUMAN;0.0400305205;in-house models
4054;Piperaduncin C;NR1H4_HUMAN;0.226137765;in-house models
4055;Piperaduncin C;PGH1_HUMAN;0.67462;in-house models
4056;Piperaduncin C;PTGES_HUMAN;0.510672;in-house models
4057;Polygonatone D;CP19A_HUMAN;0.7077100000000001;in-house models
4058;Polygonatone D;CP2D6_HUMAN;0.6878234999999999;in-house models
4059;Polygonatone D;DHB2_HUMAN;0.955;in-house models
4060;Polygonatone D;DHB3_HUMAN;0.9296249999999999;in-house models
4061;Polygonatone D;DHB4_HUMAN;0.610097;in-house models
4062;Polygonatone D;DHI2_HUMAN;0.842575;in-house models
4063;Polygonatone D;ESR1_HUMAN;0.961935119047619;in-house models
4064;Polygonatone D;HYES_HUMAN;0.9035;in-house models
4065;Polygonatone D;LOX5_HUMAN;0.7796271666666668;in-house models
4066;Polygonatone D;MCR_HUMAN;0.39127566666666663;in-house models
4067;Polygonatone D;MK14_HUMAN;0.182614;in-house models
4068;Polygonatone D;NR1H2_HUMAN;0.39365049999999996;in-house models
4069;Polygonatone D;PGH1_HUMAN;0.400188;in-house models
4070;Polygonatone D;PPARG_HUMAN;0.41246000000000005;in-house models
4071;Ponganone IX;CP19A_HUMAN;0.3720605;in-house models
4072;Ponganone IX;CP2D6_HUMAN;0.8217129999999999;in-house models
4073;Ponganone IX;DHB3_HUMAN;0.93025;in-house models
4074;Ponganone IX;DHI1_HUMAN;0.41081399999999996;in-house models
4075;Ponganone IX;DHI2_HUMAN;0.7343999999999999;in-house models
4076;Ponganone IX;GCR_HUMAN;0.138073;in-house models
4077;Ponganone IX;LOX5_HUMAN;0.42794765;in-house models
4078;Ponganone IX;MCR_HUMAN;0.00760325;in-house models
4079;Ponganone IX;MK14_HUMAN;0.00725149;in-house models
4080;Ponganone IX;NFKB1_HUMAN;0.112095;in-house models
4081;Ponganone IX;NR1H2_HUMAN;6.82609e-05;in-house models
4082;Ponganone IX;NR1H4_HUMAN;0.14618330000000002;in-house models
4083;Ponganone IX;PGH1_HUMAN;0.835915;in-house models
4084;Ponganone IX;PPARG_HUMAN;0.036457998;in-house models
4085;Ponganone VII;3BHS1_HUMAN;0.022507;in-house models
4086;Ponganone VII;AK1C3_HUMAN;0.32295799999999997;in-house models
4087;Ponganone VII;CP19A_HUMAN;0.721146;in-house models
4088;Ponganone VII;CP2D6_HUMAN;0.9370729999999999;in-house models
4089;Ponganone VII;DHB3_HUMAN;0.9407500000000001;in-house models
4090;Ponganone VII;DHI1_HUMAN;0.32371249999999996;in-house models
4091;Ponganone VII;GCR_HUMAN;0.05473635;in-house models
4092;Ponganone VII;LOX5_HUMAN;0.45438515;in-house models
4093;Ponganone VII;MCR_HUMAN;0.348111;in-house models
4094;Ponganone VII;MK14_HUMAN;0.19065325;in-house models
4095;Ponganone VII;NFKB1_HUMAN;0.636811;in-house models
4096;Ponganone VII;NR1H2_HUMAN;0.2692772666666667;in-house models
4097;Ponganone VII;NR1H4_HUMAN;0.11053165000000001;in-house models
4098;Ponganone VII;PGH1_HUMAN;0.699962;in-house models
4099;Ponganone VII;PPARG_HUMAN;0.0273344;in-house models
4100;Ponganone VIII;CP19A_HUMAN;0.722724;in-house models
4101;Ponganone VIII;CP2D6_HUMAN;0.87864;in-house models
4102;Ponganone VIII;DHB3_HUMAN;0.95875;in-house models
4103;Ponganone VIII;DHI1_HUMAN;0.578782;in-house models
4104;Ponganone VIII;ESR1_HUMAN;0.8723333333333334;in-house models
4105;Ponganone VIII;HYES_HUMAN;0.9254000000000001;in-house models
4106;Ponganone VIII;LOX5_HUMAN;0.53159;in-house models
4107;Ponganone VIII;MCR_HUMAN;0.041463385;in-house models
4108;Ponganone VIII;MK14_HUMAN;0.0975249;in-house models
4109;Ponganone VIII;NR1H2_HUMAN;0.134974;in-house models
4110;Ponganone VIII;NR1H4_HUMAN;0.13470053333333334;in-house models
4111;Ponganone VIII;PGH1_HUMAN;0.9081969999999999;in-house models
4112;Ponganone VIII;PPARG_HUMAN;0.00107978;in-house models
4113;Rhodomyrtosone E;AK1C3_HUMAN;7.89383e-07;in-house models
4114;Rhodomyrtosone E;CP19A_HUMAN;0.7546609999999999;in-house models
4115;Rhodomyrtosone E;CP2D6_HUMAN;0.4721155;in-house models
4116;Rhodomyrtosone E;DHI2_HUMAN;0.5925885;in-house models
4117;Rhodomyrtosone E;MCR_HUMAN;0.2018235;in-house models
4118;Rhodomyrtosone E;NR1H4_HUMAN;0.0184987;in-house models
4119;Rhodomyrtosone E;PGH1_HUMAN;0.139062;in-house models
4120;Rocymosin B;ACES_HUMAN;0.46893500000000005;in-house models
4121;Rocymosin B;CP19A_HUMAN;0.6784753333333334;in-house models
4122;Rocymosin B;CP2D6_HUMAN;0.47632299999999994;in-house models
4123;Rocymosin B;DHB2_HUMAN;0.9696666666666668;in-house models
4124;Rocymosin B;DHB3_HUMAN;0.8921666666666667;in-house models
4125;Rocymosin B;DHB4_HUMAN;0.18045133333333332;in-house models
4126;Rocymosin B;DHI2_HUMAN;0.7354;in-house models
4127;Rocymosin B;ESR1_HUMAN;0.9621333333333333;in-house models
4128;Rocymosin B;LOX5_HUMAN;0.844201;in-house models
4129;Rocymosin B;MCR_HUMAN;0.0034189935;in-house models
4130;Rocymosin B;PGH1_HUMAN;0.0178828;in-house models
4131;Rocymosin B;PPARG_HUMAN;0.16537737796104;in-house models
4132;Rocymosin B;Q6INT1_XENLA;0.149387;in-house models
4133;Sakenin A;CP19A_HUMAN;0.647075;in-house models
4134;Sakenin A;CP2D6_HUMAN;0.744996;in-house models
4135;Sakenin A;DHB3_HUMAN;0.9625416666666666;in-house models
