;Compound;UniProt_name;SEA;SuperPred;SwissTargetPrediction;in-house models
27020;Hesperetin dihydrochalcone;CP24A_RAT;2.0699999999999999e-19;;;
27021;Hesperetin dihydrochalcone;CP27A_HUMAN;;;0.111501865;
27022;Hesperetin dihydrochalcone;CP27B_MOUSE;3.76e-06;;;
27023;Hesperetin dihydrochalcone;CXCR2_HUMAN;;;0.111501865;
27024;Hesperetin dihydrochalcone;DHB1_HUMAN;;;0.111501865;
27025;Hesperetin dihydrochalcone;DHB2_MOUSE;1.7199999999999997e-13;;;
27026;Hesperetin dihydrochalcone;DHB3_RAT;7.39e-07;;;
27027;Hesperetin dihydrochalcone;DHB4_HUMAN;;;;0.336709707544325
27028;Hesperetin dihydrochalcone;DHI2_HUMAN;;;;0.94425
27029;Hesperetin dihydrochalcone;DPOL_HHV6U;9.92e-07;;;
27030;Hesperetin dihydrochalcone;DYN1_HUMAN;;;0.111501865;
27031;Hesperetin dihydrochalcone;DYR1A_MOUSE;7.809999999999998e-09;;;
27032;Hesperetin dihydrochalcone;EBP_HUMAN;2.19e-06;;;
27033;Hesperetin dihydrochalcone;ECE1_HUMAN;;;0.111501865;
27034;Hesperetin dihydrochalcone;EP300_HUMAN;2.0899999999999998e-07;;;
27035;Hesperetin dihydrochalcone;ERCC1_HUMAN;4.44e-06;;;
27036;Hesperetin dihydrochalcone;ESR1_HUMAN;;;0.11940356199999999;0.9691507936507936
27037;Hesperetin dihydrochalcone;ESR2_HUMAN;;;0.111501865;
27038;Hesperetin dihydrochalcone;FFAR1_HUMAN;5.05e-11;;;
27039;Hesperetin dihydrochalcone;FFAR4_HUMAN;1.11e-16;;;
27040;Hesperetin dihydrochalcone;FOS_HUMAN;1.96e-06;;;
27041;Hesperetin dihydrochalcone;GLI1_HUMAN;;;0.111501865;
27042;Hesperetin dihydrochalcone;GLI2_HUMAN;;;0.111501865;
27043;Hesperetin dihydrochalcone;GRM2_HUMAN;;;0.111501865;
27044;Hesperetin dihydrochalcone;GSK3B_RAT;6.17e-06;;;
27045;Hesperetin dihydrochalcone;HMDH_HUMAN;;;0.111501865;
27046;Hesperetin dihydrochalcone;HYES_HUMAN;;;;0.905
27047;Hesperetin dihydrochalcone;IBP5_HUMAN;2.08e-08;;;
27048;Hesperetin dihydrochalcone;IGF1R_HUMAN;;;0.111501865;
27049;Hesperetin dihydrochalcone;IMPA1_BOVIN;1.18e-08;;;
27050;Hesperetin dihydrochalcone;INHA_MYCTU;5.19e-31;;;
27051;Hesperetin dihydrochalcone;ITF2_HUMAN;2.2e-11;;;
27052;Hesperetin dihydrochalcone;KC1G1_HUMAN;;;0.111501865;
27053;Hesperetin dihydrochalcone;KCNB1_HUMAN;2.4299999999999996e-42;;;
27054;Hesperetin dihydrochalcone;KCND3_HUMAN;2.5e-11;;;
27055;Hesperetin dihydrochalcone;KS6A1_HUMAN;;;0.111501865;
27056;Hesperetin dihydrochalcone;LGUL_HUMAN;2.3600000000000002e-07;;;
27057;Hesperetin dihydrochalcone;LOX15_HUMAN;1.61e-11;;0.111501865;
27058;Hesperetin dihydrochalcone;LOX15_RAT;4.440000000000001e-08;;;
27059;Hesperetin dihydrochalcone;LOX1_SOYBN;1.4400000000000001e-15;;;
27060;Hesperetin dihydrochalcone;LOX5_HUMAN;;;0.111501865;
27061;Hesperetin dihydrochalcone;LPXC_AQUAE;6.7699999999999994e-18;;;
27062;Hesperetin dihydrochalcone;LYPA1_HUMAN;3.2899999999999996e-09;;;
27063;Hesperetin dihydrochalcone;LYPA2_HUMAN;3.06e-11;;;
27064;Hesperetin dihydrochalcone;MAPK2_HUMAN;;;0.111501865;
27065;Hesperetin dihydrochalcone;MCL1_HUMAN;;;0.111501865;
27066;Hesperetin dihydrochalcone;MDHC_HUMAN;1.77e-08;;;
27067;Hesperetin dihydrochalcone;MDHC_PIG;3.2200000000000003e-15;;;
27068;Hesperetin dihydrochalcone;MDHM_PIG;6.69e-06;;;
27069;Hesperetin dihydrochalcone;MDR1_HUMAN;1.31e-07;;;
27070;Hesperetin dihydrochalcone;MET_HUMAN;3.82e-06;;;
27071;Hesperetin dihydrochalcone;MK14_HUMAN;;;;0.212223
27072;Hesperetin dihydrochalcone;MMP7_HUMAN;;;0.111501865;
27073;Hesperetin dihydrochalcone;MTCA1_MYCTU;4.53e-08;;;
27074;Hesperetin dihydrochalcone;MTOR_HUMAN;;;0.111501865;
27075;Hesperetin dihydrochalcone;MTR1A_HUMAN;1.31e-06;;;
27076;Hesperetin dihydrochalcone;MTR1B_HUMAN;1.17e-06;;;
27077;Hesperetin dihydrochalcone;MTSI_SPISQ;8.74e-20;;;
27078;Hesperetin dihydrochalcone;NF2L2_HUMAN;1.6099999999999999e-10;;;
27079;Hesperetin dihydrochalcone;NFKB1_HUMAN;4.44e-16;;;0.793142
27080;Hesperetin dihydrochalcone;NOX4_HUMAN;;;0.111501865;
27081;Hesperetin dihydrochalcone;NTRK1_HUMAN;;;0.111501865;
27082;Hesperetin dihydrochalcone;NU1M_BOVIN;1.49e-54;;;
27083;Hesperetin dihydrochalcone;P2RX1_MOUSE;3.86e-10;;;
27084;Hesperetin dihydrochalcone;P96878_MYCTU;3.29e-07;;;
27085;Hesperetin dihydrochalcone;PA2G5_MOUSE;3.85e-07;;;
27086;Hesperetin dihydrochalcone;PA2GA_MOUSE;1.42e-06;;;
27087;Hesperetin dihydrochalcone;PA2GA_RABIT;6.160000000000001e-22;;;
27088;Hesperetin dihydrochalcone;PA2GA_RAT;1.7300000000000002e-09;;;
27089;Hesperetin dihydrochalcone;PARP1_HUMAN;;;0.111501865;
27090;Hesperetin dihydrochalcone;PDE4D_HUMAN;;;0.111501865;
27091;Hesperetin dihydrochalcone;PDK3_HUMAN;6.38e-12;;;
27092;Hesperetin dihydrochalcone;PDK4_HUMAN;1.24e-13;;;
27093;Hesperetin dihydrochalcone;PGH1_HUMAN;;;;0.10628199999999999
27094;Hesperetin dihydrochalcone;PIM2_HUMAN;;;0.111501865;
27095;Hesperetin dihydrochalcone;PIM3_HUMAN;;;0.111501865;
27096;Hesperetin dihydrochalcone;PK3CA_HUMAN;;;0.111501865;
27097;Hesperetin dihydrochalcone;PPO2_AGABI;1.0699999999999999e-18;;;
27098;Hesperetin dihydrochalcone;PTN1_HUMAN;;;;0.9312
27099;Hesperetin dihydrochalcone;Q0PJ46_PLAFA;8.57e-13;;;
27100;Hesperetin dihydrochalcone;Q25270_LEIDO;2.04e-20;;;
27101;Hesperetin dihydrochalcone;Q3I4V7_CRYNV;1.38e-17;;;
27102;Hesperetin dihydrochalcone;Q43570_TOBAC;1.27e-06;;;
27103;Hesperetin dihydrochalcone;Q49PX0_9POXV;8.36e-25;;;
27104;Hesperetin dihydrochalcone;Q53I59_TRYCR;4.3600000000000003e-11;;;
27105;Hesperetin dihydrochalcone;Q6UCJ9_TOXGO;1.66e-37;;;
27106;Hesperetin dihydrochalcone;Q6VVP7_PLAFA;3.2200000000000003e-15;;;
27107;Hesperetin dihydrochalcone;Q7ZJM1_9HIV1;7.13e-08;;;
27108;Hesperetin dihydrochalcone;Q8HY88_BOVIN;1.38e-12;;;
27109;Hesperetin dihydrochalcone;Q965D5_PLAFA;1.8e-17;;;
27110;Hesperetin dihydrochalcone;Q965D6_PLAFA;6.19e-07;;;
27111;Hesperetin dihydrochalcone;Q965D7_PLAFA;2.24e-06;;;
27112;Hesperetin dihydrochalcone;Q9JKC1_RAT;8.65e-12;;;
27113;Hesperetin dihydrochalcone;Q9XYC7_PLAFA;3.77e-08;;;
27114;Hesperetin dihydrochalcone;RNH1_HUMAN;4e-08;;;
27115;Hesperetin dihydrochalcone;ROCK1_HUMAN;;;0.111501865;
27116;Hesperetin dihydrochalcone;S13A5_HUMAN;1.85e-08;;;
27117;Hesperetin dihydrochalcone;S28A3_HUMAN;5.34e-46;;;
27118;Hesperetin dihydrochalcone;S6A11_MOUSE;3.1800000000000004e-10;;;
27119;Hesperetin dihydrochalcone;S6A13_MOUSE;4.93e-17;;;
27120;Hesperetin dihydrochalcone;SC5A1_HUMAN;1.83e-11;;;
27121;Hesperetin dihydrochalcone;SC5A1_RAT;4.2200000000000005e-19;;;
27122;Hesperetin dihydrochalcone;SC5A2_HUMAN;2.17e-10;;;
27123;Hesperetin dihydrochalcone;SC5A2_RAT;1.6000000000000002e-20;;;
27124;Hesperetin dihydrochalcone;SC5A4_HUMAN;9.59e-06;;;
27125;Hesperetin dihydrochalcone;SC6A4_MOUSE;7.74e-09;;;
27126;Hesperetin dihydrochalcone;SCMU_MYCTU;1.36e-31;;;
27127;Hesperetin dihydrochalcone;SGK1_HUMAN;;;0.111501865;
27128;Hesperetin dihydrochalcone;SHBG_HUMAN;6.03e-08;;;
27129;Hesperetin dihydrochalcone;SPRE_HUMAN;3.06e-07;;;
27130;Hesperetin dihydrochalcone;SRC_HUMAN;;;0.111501865;
27131;Hesperetin dihydrochalcone;SRC_MOUSE;8.78e-11;;;
27132;Hesperetin dihydrochalcone;T2R31_HUMAN;4.85e-13;;;
27133;Hesperetin dihydrochalcone;TAAR5_HUMAN;1.54e-32;;;
27134;Hesperetin dihydrochalcone;TAU_HUMAN;3.89e-15;;;
27135;Hesperetin dihydrochalcone;TBA1A_PIG;1.03e-12;;;
27136;Hesperetin dihydrochalcone;TBB1_HUMAN;2.0399999999999998e-41;;0.111501865;
27137;Hesperetin dihydrochalcone;TBB2B_BOVIN;8.02e-09;;;
27138;Hesperetin dihydrochalcone;TBB3_HUMAN;7.87e-18;;;
27139;Hesperetin dihydrochalcone;TLR1_MOUSE;5.78e-06;;;
27140;Hesperetin dihydrochalcone;TLR2_MOUSE;5.78e-06;;;
27141;Hesperetin dihydrochalcone;TNKS1_HUMAN;;;0.111501865;
27142;Hesperetin dihydrochalcone;TNKS2_HUMAN;;;0.111501865;
27143;Hesperetin dihydrochalcone;TNR1A_HUMAN;9.03e-06;;;
27144;Hesperetin dihydrochalcone;TRPV1_HUMAN;3.93e-06;;;
27145;Hesperetin dihydrochalcone;TRPV1_RAT;1.35e-09;;;
27146;Hesperetin dihydrochalcone;TTHY_HUMAN;1.09e-14;;;
27147;Hesperetin dihydrochalcone;TYRO_HUMAN;6.07e-06;;;
27148;Hesperetin dihydrochalcone;TYTR_CRIFA;1.6199999999999998e-34;;;
27149;Hesperetin dihydrochalcone;WEE1_HUMAN;;;0.111501865;
27150;Hesperetin dihydrochalcone;XPF_HUMAN;4.44e-06;;;
27151;Hesperetin dihydrochalcone glucoside;A0A0C7ACN7_PSEAI;1.11e-16;;;
27152;Hesperetin dihydrochalcone glucoside;AA1R_CHICK;1.64e-06;;;
27153;Hesperetin dihydrochalcone glucoside;AA1R_HUMAN;;;0.100634432;
27154;Hesperetin dihydrochalcone glucoside;AA2AR_HUMAN;;;0.100634432;
27155;Hesperetin dihydrochalcone glucoside;AA2BR_HUMAN;;;0.100634432;
27156;Hesperetin dihydrochalcone glucoside;ADK_TOXGO;9.76e-18;;;
27157;Hesperetin dihydrochalcone glucoside;ADRB1_MOUSE;1.07e-06;;;
27158;Hesperetin dihydrochalcone glucoside;AL1A2_HUMAN;1.83e-11;;;
27159;Hesperetin dihydrochalcone glucoside;AL1B1_HUMAN;1.83e-11;;;
27160;Hesperetin dihydrochalcone glucoside;ALDR_HUMAN;;;0.100634432;
27161;Hesperetin dihydrochalcone glucoside;ALDR_RAT;3.17e-07;;;
27162;Hesperetin dihydrochalcone glucoside;B4EH87_BURCJ;6.59e-33;;;
27163;Hesperetin dihydrochalcone glucoside;B4GT1_BOVIN;8.26e-49;;;
27164;Hesperetin dihydrochalcone glucoside;CAH12_HUMAN;1e-08;;;
27165;Hesperetin dihydrochalcone glucoside;CAH14_HUMAN;;;0.100634432;
27166;Hesperetin dihydrochalcone glucoside;CAH9_HUMAN;1.3900000000000001e-07;;;
27167;Hesperetin dihydrochalcone glucoside;CDD_MOUSE;9.8e-07;;;
27168;Hesperetin dihydrochalcone glucoside;CHIA_HUMAN;;;0.100634432;
27169;Hesperetin dihydrochalcone glucoside;CP19A_HUMAN;;;0.100634432;0.5646410000000001
27170;Hesperetin dihydrochalcone glucoside;DHB4_HUMAN;;;;0.042938794999999995
27171;Hesperetin dihydrochalcone glucoside;DHI2_HUMAN;;;;0.9494999999999999
27172;Hesperetin dihydrochalcone glucoside;ERAP1_HUMAN;2.13e-09;;;
27173;Hesperetin dihydrochalcone glucoside;ESR1_HUMAN;;;0.100634432;0.8866666666666667
27174;Hesperetin dihydrochalcone glucoside;FAS_CHICK;8.77e-39;;;
27175;Hesperetin dihydrochalcone glucoside;FGF1_HUMAN;1.11e-16;;;
27176;Hesperetin dihydrochalcone glucoside;FGF2_HUMAN;1.04e-14;;;
27177;Hesperetin dihydrochalcone glucoside;FIMH_ECOLI;1.5099999999999996e-129;;;
27178;Hesperetin dihydrochalcone glucoside;G3PC_LEIME;9.42e-06;;;
27179;Hesperetin dihydrochalcone glucoside;HPSE_HUMAN;4.27e-06;;;
27180;Hesperetin dihydrochalcone glucoside;HYES_HUMAN;;;0.100634432;
27181;Hesperetin dihydrochalcone glucoside;IL2_HUMAN;3.2699999999999996e-33;;;
27182;Hesperetin dihydrochalcone glucoside;IL5_MOUSE;4.5e-14;;;
27183;Hesperetin dihydrochalcone glucoside;IL6_HUMAN;3.8e-07;;;
27184;Hesperetin dihydrochalcone glucoside;IMDH1_HUMAN;;;0.100634432;
27185;Hesperetin dihydrochalcone glucoside;LEG1_HUMAN;3.68e-12;;;
27186;Hesperetin dihydrochalcone glucoside;LEG3_HUMAN;1.1300000000000001e-23;;;
27187;Hesperetin dihydrochalcone glucoside;LEG7_HUMAN;2.22e-16;;;
27188;Hesperetin dihydrochalcone glucoside;LEG9_HUMAN;1.59e-25;;;
27189;Hesperetin dihydrochalcone glucoside;LOX5_HUMAN;;;;0.937
27190;Hesperetin dihydrochalcone glucoside;LYAM1_HUMAN;1.1599999999999999e-10;;;
27191;Hesperetin dihydrochalcone glucoside;LYAM3_HUMAN;3.06e-07;;;
27192;Hesperetin dihydrochalcone glucoside;MCR_HUMAN;;;;0.3249225
27193;Hesperetin dihydrochalcone glucoside;MDHC_HUMAN;1.71e-08;;;
27194;Hesperetin dihydrochalcone glucoside;MDHC_PIG;3e-15;;;
27195;Hesperetin dihydrochalcone glucoside;MDHM_PIG;6.54e-06;;;
27196;Hesperetin dihydrochalcone glucoside;MMP1_HUMAN;;;0.100634432;
27197;Hesperetin dihydrochalcone glucoside;MMP7_HUMAN;;;0.100634432;
27198;Hesperetin dihydrochalcone glucoside;MMP8_HUMAN;;;0.100634432;
27199;Hesperetin dihydrochalcone glucoside;MMP9_HUMAN;;;0.100634432;
27200;Hesperetin dihydrochalcone glucoside;NMUR2_HUMAN;2.44e-08;;;
27201;Hesperetin dihydrochalcone glucoside;O96394_LEIAM;8.63e-10;;;
27202;Hesperetin dihydrochalcone glucoside;PARG_RAT;6.18e-07;;;
27203;Hesperetin dihydrochalcone glucoside;PDIA1_HUMAN;2.97e-25;;;
27204;Hesperetin dihydrochalcone glucoside;PGH1_HUMAN;;;;0.049186400000000005
27205;Hesperetin dihydrochalcone glucoside;PPARG_HUMAN;;;;7.48871e-05
27206;Hesperetin dihydrochalcone glucoside;PPO2_AGABI;1.51e-12;;;
27207;Hesperetin dihydrochalcone glucoside;PTN1_HUMAN;;;0.100634432;0.49738085
27208;Hesperetin dihydrochalcone glucoside;PYGM_RABIT;4.55e-08;;;
27209;Hesperetin dihydrochalcone glucoside;Q0PJ46_PLAFA;8.109999999999999e-13;;;
27210;Hesperetin dihydrochalcone glucoside;Q1R2J4_ECOUT;3.31e-47;;;
27211;Hesperetin dihydrochalcone glucoside;Q49PX0_9POXV;1.1699999999999999e-08;;;
27212;Hesperetin dihydrochalcone glucoside;Q6INT1_XENLA;;;;0.479674
27213;Hesperetin dihydrochalcone glucoside;Q6UCJ9_TOXGO;3.3799999999999996e-11;;;
27214;Hesperetin dihydrochalcone glucoside;Q6VVP7_PLAFA;3e-15;;;
27215;Hesperetin dihydrochalcone glucoside;RASH_HUMAN;2.81e-12;;0.100634432;
27216;Hesperetin dihydrochalcone glucoside;S28A2_HUMAN;;;0.100634432;
27217;Hesperetin dihydrochalcone glucoside;S28A3_HUMAN;1.22e-66;;0.100634432;
27218;Hesperetin dihydrochalcone glucoside;S29A1_HUMAN;;;0.100634432;
27219;Hesperetin dihydrochalcone glucoside;S5A1_HUMAN;;;0.134155403;
27220;Hesperetin dihydrochalcone glucoside;S6A11_MOUSE;9.910000000000001e-08;;;
27221;Hesperetin dihydrochalcone glucoside;S6A13_MOUSE;1.1900000000000002e-13;;;
27222;Hesperetin dihydrochalcone glucoside;SC5A1_HUMAN;2.18e-46;;0.109013468;
27223;Hesperetin dihydrochalcone glucoside;SC5A1_RAT;1.6899999999999998e-56;;;
27224;Hesperetin dihydrochalcone glucoside;SC5A2_HUMAN;8.319999999999999e-96;;0.109013468;
27225;Hesperetin dihydrochalcone glucoside;SC5A2_RAT;7.28e-55;;;
27226;Hesperetin dihydrochalcone glucoside;SC5A4_HUMAN;8.09e-29;;0.11738988199999999;
27227;Hesperetin dihydrochalcone glucoside;SC5AB_HUMAN;1.38e-20;;;
27228;Hesperetin dihydrochalcone glucoside;TBB1_HUMAN;3.91e-06;;;
27229;Hesperetin dihydrochalcone glucoside;TERT_HUMAN;;;0.100634432;
27230;Hesperetin dihydrochalcone glucoside;TOP1_MOUSE;8.25e-11;;;
27231;Hesperetin dihydrochalcone glucoside;TYDP1_HUMAN;3.81e-09;;;
27232;Hesperetin dihydrochalcone glucoside;TYRO_HUMAN;7.559999999999999e-41;;0.11738988199999999;
27233;Hesperetin dihydrochalcone glucoside;VEGFA_HUMAN;6.53e-11;;;
27234;Hesperidin dihydrochalcone;AL1A2_HUMAN;8.3e-09;;;
27235;Hesperidin dihydrochalcone;AL1B1_HUMAN;8.3e-09;;;
27236;Hesperidin dihydrochalcone;ALDR_RAT;4.53e-07;;;
27237;Hesperidin dihydrochalcone;AMYP_HUMAN;2.81e-13;;;
27238;Hesperidin dihydrochalcone;B4EH87_BURCJ;2.1399999999999997e-13;;;
27239;Hesperidin dihydrochalcone;B4GT1_BOVIN;4.41e-14;;;
27240;Hesperidin dihydrochalcone;CP19A_HUMAN;;;;0.650694
27241;Hesperidin dihydrochalcone;CP2D6_HUMAN;;;;0.4035145
27242;Hesperidin dihydrochalcone;DHB4_HUMAN;;;;0.1008397852342
27243;Hesperidin dihydrochalcone;DHI2_HUMAN;;;;0.6561595
27244;Hesperidin dihydrochalcone;ECE1_BOVIN;3.41e-07;;;
27245;Hesperidin dihydrochalcone;ERAP1_HUMAN;4.15e-07;;;
27246;Hesperidin dihydrochalcone;ESR1_HUMAN;;;;0.9798333333333334
27247;Hesperidin dihydrochalcone;FIMH_ECOLI;3.44e-55;;;
27248;Hesperidin dihydrochalcone;FUCO_BOVIN;2.5e-06;;;
27249;Hesperidin dihydrochalcone;HYES_HUMAN;;;;0.9388
27250;Hesperidin dihydrochalcone;IL2_HUMAN;1.49e-26;;;
27251;Hesperidin dihydrochalcone;IL5_MOUSE;8.01e-11;;;
27252;Hesperidin dihydrochalcone;LOX5_HUMAN;;;;0.12049000000000001
27253;Hesperidin dihydrochalcone;LYAM1_HUMAN;6.19e-06;;;
27254;Hesperidin dihydrochalcone;LYAM3_HUMAN;8.42e-07;;;
27255;Hesperidin dihydrochalcone;MCR_HUMAN;;;;0.26725366666666667
27256;Hesperidin dihydrochalcone;NMUR2_HUMAN;4.84e-12;;;
27257;Hesperidin dihydrochalcone;O96394_LEIAM;1.06e-22;;;
27258;Hesperidin dihydrochalcone;PDIA1_HUMAN;1.19e-34;;;
27259;Hesperidin dihydrochalcone;PGH1_HUMAN;;;;0.115602
27260;Hesperidin dihydrochalcone;PPARG_HUMAN;;;;0.0005760159999999999
27261;Hesperidin dihydrochalcone;PTGES_HUMAN;;;;0.5853109999999999
27262;Hesperidin dihydrochalcone;Q1R2J4_ECOUT;2.1100000000000003e-17;;;
27263;Hesperidin dihydrochalcone;Q6INT1_XENLA;;;;0.365171
27264;Hesperidin dihydrochalcone;S28A3_HUMAN;6.949999999999999e-51;;;
27265;Hesperidin dihydrochalcone;S5A1_HUMAN;;;0.20026070199999998;
27266;Hesperidin dihydrochalcone;S6A13_MOUSE;6.809999999999999e-07;;;
27267;Hesperidin dihydrochalcone;SC5A1_HUMAN;7.57e-22;;;
27268;Hesperidin dihydrochalcone;SC5A1_RAT;5.08e-22;;;
27269;Hesperidin dihydrochalcone;SC5A2_HUMAN;2.4399999999999996e-27;;;
27270;Hesperidin dihydrochalcone;SC5A2_RAT;5.33e-24;;;
27271;Hesperidin dihydrochalcone;SC5A4_HUMAN;4.22e-15;;;
27272;Hesperidin dihydrochalcone;TYDP1_HUMAN;5.94e-09;;;
27273;Hesperidin dihydrochalcone;TYRO_HUMAN;6.33e-15;;;
27274;Hesperidin dihydrochalcone;XDH_HUMAN;2.65e-06;;;
27275;Hexahydrokuraridin;ABCG2_HUMAN;;;0.106542926;
27276;Hexahydrokuraridin;ACES_HUMAN;;;0.106542926;
27277;Hexahydrokuraridin;ACOD_HUMAN;;;0.106542926;
27278;Hexahydrokuraridin;AK1BA_HUMAN;;;0.106542926;
27279;Hexahydrokuraridin;AURKA_HUMAN;;;0.106542926;
27280;Hexahydrokuraridin;CALCA_HUMAN;;;0.106542926;
27281;Hexahydrokuraridin;CATB_HUMAN;;;0.106542926;
27282;Hexahydrokuraridin;CATL1_HUMAN;;;0.106542926;
27283;Hexahydrokuraridin;CDK1_HUMAN;;;0.106542926;
27284;Hexahydrokuraridin;CDK2_HUMAN;;;0.106542926;
27285;Hexahydrokuraridin;CMA1_HUMAN;;;0.106542926;
27286;Hexahydrokuraridin;CP19A_HUMAN;;;;0.734645
27287;Hexahydrokuraridin;CP2D6_HUMAN;;;;0.7078190000000001
27288;Hexahydrokuraridin;DHB2_HUMAN;;;0.106542926;
27289;Hexahydrokuraridin;DHB3_HUMAN;;;;0.932
27290;Hexahydrokuraridin;DHB4_HUMAN;;;;0.0007925030000000001
27291;Hexahydrokuraridin;DHI1_HUMAN;;;;0.22512600000000002
27292;Hexahydrokuraridin;DHI2_HUMAN;;;;0.8676499999999999
27293;Hexahydrokuraridin;DUS3_HUMAN;;;0.106542926;
27294;Hexahydrokuraridin;ERR1_HUMAN;;;0.106542926;
27295;Hexahydrokuraridin;ERR2_HUMAN;;;0.106542926;
27296;Hexahydrokuraridin;ESR1_HUMAN;;;0.106542926;0.9597761904761904
27297;Hexahydrokuraridin;ESR2_HUMAN;;;0.106542926;0.9276000000000001
27298;Hexahydrokuraridin;FCER2_HUMAN;;;0.106542926;
27299;Hexahydrokuraridin;FLT3_HUMAN;;;0.106542926;
27300;Hexahydrokuraridin;GCR_HUMAN;;;;0.10248252183333333
27301;Hexahydrokuraridin;GLR_HUMAN;;;0.106542926;
27302;Hexahydrokuraridin;GRM2_HUMAN;;;0.106542926;
27303;Hexahydrokuraridin;HCK_HUMAN;;;0.106542926;
27304;Hexahydrokuraridin;HDAC3_HUMAN;;;0.106542926;
27305;Hexahydrokuraridin;HDAC8_HUMAN;;;0.106542926;
27306;Hexahydrokuraridin;ITF2_HUMAN;2.43e-10;;;
27307;Hexahydrokuraridin;JAK2_HUMAN;;;0.106542926;
27308;Hexahydrokuraridin;LOX1_SOYBN;1.39e-06;;;
27309;Hexahydrokuraridin;LOX5_HUMAN;;;0.106542926;0.28187213333333333
27310;Hexahydrokuraridin;MAOX_HUMAN;;;0.106542926;
27311;Hexahydrokuraridin;MCR_HUMAN;;;;0.308213686
27312;Hexahydrokuraridin;MDM2_HUMAN;;;0.106542926;
27313;Hexahydrokuraridin;MK12_HUMAN;;;0.106542926;
27314;Hexahydrokuraridin;MK14_HUMAN;;;;0.0141632716
27315;Hexahydrokuraridin;MMP16_HUMAN;;;0.106542926;
27316;Hexahydrokuraridin;NAAA_HUMAN;;;0.106542926;
27317;Hexahydrokuraridin;NK3R_HUMAN;;;0.106542926;
27318;Hexahydrokuraridin;NPY5R_HUMAN;;;0.106542926;
27319;Hexahydrokuraridin;NR1H2_HUMAN;;;;0.06509314777333333
27320;Hexahydrokuraridin;NR1H4_HUMAN;;;;0.294764
27321;Hexahydrokuraridin;OPRD_HUMAN;;;0.106542926;
27322;Hexahydrokuraridin;PA2G5_HUMAN;;;0.106542926;
27323;Hexahydrokuraridin;PA2GA_HUMAN;;;0.106542926;
27324;Hexahydrokuraridin;PDE3A_HUMAN;;;0.106542926;
27325;Hexahydrokuraridin;PDE3B_HUMAN;;;0.106542926;
27326;Hexahydrokuraridin;PDE5A_RAT;6.66e-07;;;
27327;Hexahydrokuraridin;PDE7A_HUMAN;;;0.106542926;
27328;Hexahydrokuraridin;PDK1_HUMAN;;;0.106542926;
27329;Hexahydrokuraridin;PGFRB_HUMAN;;;0.106542926;
27330;Hexahydrokuraridin;PGH1_HUMAN;;;0.106542926;0.415734
27331;Hexahydrokuraridin;PGH2_HUMAN;;;0.106542926;
27332;Hexahydrokuraridin;PLMN_HUMAN;;;0.106542926;
27333;Hexahydrokuraridin;PPARD_HUMAN;;;;0.00324642
27334;Hexahydrokuraridin;PPARG_HUMAN;;;;0.0319082
27335;Hexahydrokuraridin;PPO2_AGABI;1.01e-20;;;
27336;Hexahydrokuraridin;PTAFR_HUMAN;;;0.106542926;
27337;Hexahydrokuraridin;PTGES_HUMAN;;;;0.299802
27338;Hexahydrokuraridin;PTK6_HUMAN;;;0.106542926;
27339;Hexahydrokuraridin;Q25270_LEIDO;2.8499999999999998e-12;;;
27340;Hexahydrokuraridin;Q6INT1_XENLA;;;;5.15998e-05
27341;Hexahydrokuraridin;RET_HUMAN;;;0.106542926;
27342;Hexahydrokuraridin;S29A1_HUMAN;;;0.106542926;
27343;Hexahydrokuraridin;SC5A2_HUMAN;;;0.106542926;
27344;Hexahydrokuraridin;SMO_HUMAN;;;0.106542926;
27345;Hexahydrokuraridin;STAT6_HUMAN;;;0.106542926;
27346;Hexahydrokuraridin;SYMC_HUMAN;;;0.106542926;
27347;Hexahydrokuraridin;TERA_HUMAN;;;0.106542926;
27348;Hexahydrokuraridin;THAS_HUMAN;;;0.106542926;
27349;Hexahydrokuraridin;THRB_HUMAN;;;0.106542926;
27350;Hexahydrokuraridin;TYRO_HUMAN;5.91e-39;;;
27351;Hexahydrokuraridin;WEE1_HUMAN;;;0.106542926;
27352;Hostmanin A;AA1R_HUMAN;;;0.106165761;
27353;Hostmanin A;AA3R_HUMAN;;;0.106165761;
27354;Hostmanin A;ABCG2_HUMAN;;;0.106165761;
27355;Hostmanin A;ACES_HUMAN;2.67e-08;;;
27356;Hostmanin A;ACPM_HUMAN;1.8999999999999998e-30;;;
27357;Hostmanin A;ADRB1_MOUSE;1.55e-19;;;
27358;Hostmanin A;AKT1_HUMAN;;;0.106165761;
27359;Hostmanin A;ALDR_HUMAN;;;0.106165761;
27360;Hostmanin A;AOFB_HUMAN;;;0.106165761;
27361;Hostmanin A;BACE1_HUMAN;;;0.106165761;
27362;Hostmanin A;BACE2_HUMAN;;;0.106165761;
27363;Hostmanin A;CAH12_HUMAN;;;0.106165761;
27364;Hostmanin A;CASR_HUMAN;;;0.106165761;
27365;Hostmanin A;CATB_HUMAN;;;0.422641999;
27366;Hostmanin A;CATL1_HUMAN;;;0.106165761;
27367;Hostmanin A;CATS_HUMAN;;;0.106165761;
27368;Hostmanin A;CBR1_HUMAN;;;0.106165761;
27369;Hostmanin A;CFTR_HUMAN;;;0.106165761;
27370;Hostmanin A;CIA30_HUMAN;1.8999999999999998e-30;;;
27371;Hostmanin A;CMA1_HUMAN;;;0.106165761;
27372;Hostmanin A;CNR1_HUMAN;;;0.106165761;
